"","compound","CAS","Ka","Fa","method.KaFa","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","MW","BP","method.BP","Abbreviation.x","Clint","unit.Clint","method.Clint","reference.Clint","method.reference.Clint","original.reference.Clint","conc.enzymes.Clint","unit.conc.enzymes.Clint","scaling.factor","bound.unbound","X","scaling.for.liver","severity","DILI.annotation","conc.enzymes.inh","unit.conc.enzymes.inh","method.BSEP","Ki","Fuinc","method.Fuinc","Fuinh","Abbreviation.y","dose","dose.units","Cmax","Cmax.units","administration.route","n","blood_plasma","reference","original.reference","link","...14","...15","Cmax.plasma","Cmax.plasma.units"
"1","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.540540540540541,"mg/kg bw",0.0149,"mg/L","oral",12,"plasma","Abdelkway2020",NA,NA,NA,NA,0.0266738274257071,"umol/L"
"2","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.576368876080692,"mg/kg bw",0.0197,"mg/L","oral",25,"plasma","Anderson2022",NA,NA,NA,NA,0.0352667382742571,"umol/L"
"3","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.142857142857143,"mg/kg bw",0.00238,"mg/L","oral",16,"plasma","Caro2021",NA,NA,"bw of 70 kg assumed",NA,0.00426065162907268,"umol/L"
"4","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.571428571428571,"mg/kg bw",0.06216,"mg/L","oral",24,"plasma","Danafar2015",NA,NA,"reference tablet, pfizer",NA,0.111278195488722,"umol/L"
"5","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.553250345781466,"mg/kg bw",0.0195,"mg/L","oral",27,"plasma","delaPena2017",NA,NA,NA,NA,0.0349087003222342,"umol/L"
"6","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",1.02564102564103,"mg/kg bw",0.108,"mg/L","oral",12,"plasma","Elmekawy2020",NA,NA,"lipitor, Pfizer",NA,0.193340494092374,"umol/L"
"7","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.156617071260767,"mg/kg bw",0.0046,"mg/L","oral",10,"plasma","Fukazawa2004",NA,NA,NA,NA,0.00823487289652703,"umol/L"
"8","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.145985401459854,"mg/kg bw",0.003035,"mg/L","oral",74,"plasma","Gandelman2011",NA,NA,"average 10 mg from two studies",NA,0.00543322592194773,"umol/L"
"9","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",1.04575163398693,"mg/kg bw",0.031805,"mg/L","oral",73,"plasma","Gandelman2011",NA,NA,"average 80 mg from two studies",NA,0.056936985320444,"umol/L"
"10","Atorvastatin","134523-00-5",0.931362947648466,0.9227661050298,"in silico","ChemAxon",0.00571737617620596,0.011369747230467,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4.31,NA,5,2.43,"ChemAxon","no",0.000812170359311725,0.999187829640688,0,2,0.215982390552675,14.1034978603517,11.8226793329582,10.240563180182,17.8671508149566,7.83766608121697,8.53238438868312,1.20567890803057,2.98556528159281,7.53510007237313,3.89409395787149,"Berezhkovskiy",558.6,0.55,"assumption","AT",0,"ul/min/10^6 cells","hep","httk","hep_httk","Wood 2017",1,"10^6 cell/ml",117.5,"bound","",1,"SD","mixed",0.25,"10^6 cell/ml","SHH",0.112007101129989,0.847,"in silico",0.957,"AT",0.520833333333333,"mg/kg bw",0.016181,"mg/L","oral",24,"plasma","Groenendaal-vandemeent2022",NA,NA,NA,NA,0.0289670605084139,"umol/L"
